"Creator id , Collab id , Created at , Submitted at , Question , Correct , Hint , Time Spent"
"6 , 0 , 10:35PM , 10:35PM , 12 , true ,  , -691194.0"
"6 , 0 , 10:35PM , 10:36PM , 13 , true ,  , -691171.0"
"11 , 0 , 11:37PM , 11:38PM , 15 , false ,  , -691162.0"
"6 , 0 , 10:36PM , 10:36PM , 14 , false ,  , -691170.0"
"6 , 0 , 10:37PM , 10:37PM , 14 , false ,  , -691146.0"
"6 , 0 , 10:37PM , 10:39PM , 14 , false ,  , -691096.0"
"11 , 0 , 11:38PM , 11:38PM , 15 , true ,  , -691177.0"
"6 , 0 , 10:39PM , 10:39PM , 14 , false ,  , -691190.0"
"6 , 0 , 10:40PM , 10:40PM , 14 , true ,  , -691189.0"
"12 , 0 , 12:15AM , 12:16AM , 7 , true ,  , -691183.0"
"6 , 0 , 10:40PM , 10:40PM , 15 , true ,  , -691167.0"
"11 , 0 , 11:38PM , 11:39PM , 16 , false ,  , -691187.0"
"6 , 0 , 10:40PM , 10:41PM , 16 , false ,  , -691167.0"
"6 , 0 , 10:41PM , 10:41PM , 16 , false ,  , -691185.0"
"12 , 0 , 12:12AM , 12:13AM , 2 , true ,  , -691163.0"
"6 , 0 , 10:41PM , 10:45PM , 16 , false ,  , -691008.0"
"11 , 0 , 11:39PM , 11:39PM , 16 , true ,  , -691191.0"
"6 , 0 , 10:45PM , 10:46PM , 16 , false ,  , -691098.0"
"6 , 0 , 10:46PM , 11:17PM , 16 , false , true , -689378.0"
"11 , 0 , 11:39PM , 11:39PM , 17 , false ,  , -691183.0"
"11 , 0 , 11:31PM , 11:31PM , 2 , true ,  , -691171.0"
"11 , 0 , 11:31PM , 11:32PM , 3 , true ,  , -691172.0"
"11 , 0 , 11:32PM , 11:32PM , 4 , true ,  , -691175.0"
"11 , 0 , 11:39PM , 11:40PM , 17 , false ,  , -691183.0"
"11 , 0 , 11:32PM , 11:33PM , 5 , true ,  , -691160.0"
"11 , 0 , 11:33PM , 11:34PM , 6 , true ,  , -691171.0"
"11 , 0 , 11:34PM , 11:34PM , 7 , true ,  , -691177.0"
"11 , 0 , 11:40PM , 11:40PM , 17 , true ,  , -691178.0"
"11 , 0 , 11:34PM , 11:34PM , 8 , true ,  , -691189.0"
"11 , 0 , 11:35PM , 11:35PM , 9 , true ,  , -691191.0"
"12 , 0 , 12:13AM , 12:13AM , 3 , true ,  , -691177.0"
"11 , 0 , 11:35PM , 11:35PM , 10 , true ,  , -691185.0"
"11 , 0 , 11:40PM , 11:40PM , 18 , true ,  , -691178.0"
"11 , 0 , 11:35PM , 11:35PM , 11 , true ,  , -691188.0"
"11 , 0 , 11:35PM , 11:36PM , 12 , true ,  , -691192.0"
"11 , 0 , 11:36PM , 11:36PM , 13 , true ,  , -691186.0"
"11 , 0 , 11:40PM , 11:41PM , 19 , true ,  , -691191.0"
"11 , 0 , 11:36PM , 11:37PM , 14 , false ,  , -691151.0"
"11 , 0 , 11:37PM , 11:37PM , 14 , true ,  , -691179.0"
"11 , 0 , 11:41PM , 11:42PM , 20 , false ,  , -691106.0"
"12 , 0 , 12:13AM , 12:14AM , 4 , true ,  , -691172.0"
"11 , 0 , 11:42PM , 11:43PM , 20 , true ,  , -691157.0"
"11 , 0 , 11:43PM , 11:44PM , 21 , true ,  , -691176.0"
"11 , 0 , 11:44PM , 11:44PM , 22 , true ,  , -691164.0"
"11 , 0 , 11:44PM , 11:45PM , 23 , true ,  , -691173.0"
"12 , 0 , 12:14AM , 12:14AM , 5 , true ,  , -691180.0"
"11 , 0 , 11:45PM , 11:45PM , 24 , true ,  , -691172.0"
"11 , 0 , 11:46PM , 11:46PM , 25 , true ,  , -691171.0"
"12 , 0 , 12:16AM , 12:16AM , 8 , true ,  , -691189.0"
"12 , 0 , 12:14AM , 12:15AM , 6 , true ,  , -691156.0"
"12 , 0 , 12:16AM , 12:16AM , 10 , true ,  , -691185.0"
"12 , 0 , 12:16AM , 12:16AM , 9 , true ,  , -691189.0"
"12 , 0 , 12:17AM , 12:17AM , 11 , true ,  , -691187.0"
"12 , 0 , 12:17AM , 12:17AM , 12 , true ,  , -691190.0"
"12 , 0 , 12:17AM , 12:17AM , 13 , true ,  , -691189.0"
"12 , 0 , 12:17AM , 12:18AM , 14 , false ,  , -691185.0"
"12 , 0 , 12:18AM , 12:19AM , 14 , false ,  , -691157.0"
"12 , 0 , 12:19AM , 12:19AM , 14 , false ,  , -691171.0"
"13 , 0 , 01:04AM , 01:04AM , 13 , true ,  , -691193.0"
"12 , 0 , 12:24AM , 12:25AM , 14 , false ,  , -691139.0"
"12 , 0 , 12:25AM , 12:26AM , 14 , false ,  , -691172.0"
"12 , 0 , 12:30AM , 12:32AM , 14 , false , true , -691084.0"
"13 , 0 , 01:04AM , 01:04AM , 13 , true ,  , -691193.0"
"12 , 0 , 12:32AM , 12:34AM , 14 , true , true , -691135.0"
"12 , 0 , 12:34AM , 12:49AM , 15 , false , true , -690295.0"
"13 , 0 , 12:52AM , 12:53AM , 2 , true ,  , -691154.0"
"13 , 0 , 01:06AM , 01:10AM , 14 , false ,  , -690956.0"
"13 , 0 , 12:53AM , 12:53AM , 3 , true ,  , -691165.0"
"13 , 0 , 01:04AM , 01:05AM , 14 , false ,  , -691190.0"
"13 , 0 , 12:54AM , 12:55AM , 4 , false ,  , -691129.0"
"13 , 0 , 12:55AM , 12:58AM , 4 , true ,  , -691019.0"
"12 , 0 , 12:49AM , 12:58AM , 15 , false , true , -690655.0"
"13 , 0 , 01:05AM , 01:05AM , 14 , false ,  , -691185.0"
"13 , 0 , 12:58AM , 01:00AM , 5 , true ,  , -691103.0"
"13 , 0 , 01:00AM , 01:00AM , 5 , true ,  , -691159.0"
"13 , 0 , 01:00AM , 01:01AM , 6 , false ,  , -691149.0"
"13 , 0 , 01:01AM , 01:02AM , 6 , true ,  , -691180.0"
"13 , 0 , 01:02AM , 01:02AM , 7 , true ,  , -691185.0"
"13 , 0 , 01:02AM , 01:02AM , 8 , true ,  , -691191.0"
"13 , 0 , 01:02AM , 01:03AM , 9 , true ,  , -691181.0"
"12 , 0 , 12:58AM , 01:03AM , 15 , false , true , -690913.0"
"13 , 0 , 01:03AM , 01:03AM , 10 , true ,  , -691185.0"
"13 , 0 , 01:03AM , 01:03AM , 11 , true ,  , -691182.0"
"13 , 0 , 01:04AM , 01:04AM , 12 , true ,  , -691189.0"
"12 , 0 , 01:03AM , 01:05AM , 17 , false ,  , -691099.0"
"13 , 0 , 01:05AM , 01:05AM , 14 , false ,  , -691176.0"
"13 , 0 , 01:05AM , 01:06AM , 14 , false ,  , -691155.0"
"13 , 0 , 01:10AM , 01:14AM , 14 , true ,  , -690969.0"
"13 , 0 , 01:14AM , 01:15AM , 15 , false ,  , -691140.0"
"15 , 0 , 01:46AM , 01:46AM , 9 , true ,  , -691189.0"
"13 , 0 , 01:15AM , 01:17AM , 15 , true ,  , -691118.0"
"13 , 0 , 01:17AM , 01:18AM , 15 , true ,  , -691164.0"
"13 , 0 , 01:18AM , 01:18AM , 16 , true ,  , -691190.0"
"13 , 0 , 01:18AM , 01:19AM , 17 , true ,  , -691166.0"
"15 , 0 , 01:46AM , 01:46AM , 10 , true ,  , -691187.0"
"13 , 0 , 01:19AM , 01:19AM , 18 , true ,  , -691167.0"
"13 , 0 , 01:19AM , 01:20AM , 19 , true ,  , -691193.0"
"15 , 0 , 01:24AM , 01:30AM , 2 , true ,  , -690856.0"
"15 , 0 , 01:30AM , 01:31AM , 3 , true ,  , -691168.0"
"15 , 0 , 01:31AM , 01:31AM , 4 , true ,  , -691171.0"
"15 , 0 , 01:47AM , 01:47AM , 14 , false ,  , -691188.0"
"15 , 0 , 01:32AM , 01:43AM , 5 , true ,  , -690488.0"
"15 , 0 , 01:44AM , 01:45AM , 6 , true ,  , -691155.0"
"15 , 0 , 01:48AM , 01:48AM , 14 , false ,  , -691185.0"
"15 , 0 , 01:45AM , 01:45AM , 7 , true ,  , -691177.0"
"15 , 0 , 01:47AM , 01:47AM , 14 , false ,  , -691192.0"
"15 , 0 , 01:45AM , 01:45AM , 8 , false ,  , -691186.0"
"15 , 0 , 01:45AM , 01:46AM , 8 , true ,  , -691193.0"
"15 , 0 , 01:46AM , 01:47AM , 11 , true ,  , -691186.0"
"15 , 0 , 01:47AM , 01:47AM , 12 , true ,  , -691195.0"
"15 , 0 , 01:48AM , 01:48AM , 14 , false ,  , -691194.0"
"15 , 0 , 01:47AM , 01:47AM , 13 , true ,  , -691194.0"
"15 , 0 , 01:48AM , 01:48AM , 14 , false ,  , -691190.0"
"15 , 0 , 01:48AM , 01:48AM , 14 , false ,  , -691185.0"
"15 , 0 , 01:49AM , 01:49AM , 14 , false ,  , -691195.0"
"15 , 0 , 01:50AM , 01:50AM , 14 , false ,  , -691195.0"
"15 , 0 , 01:49AM , 01:49AM , 14 , false ,  , -691154.0"
"15 , 0 , 01:50AM , 01:51AM , 14 , false ,  , -691153.0"
"16 , 0 , 01:50AM , 01:53AM , 2 , true , true , -691058.0"
"16 , 0 , 01:53AM , 01:53AM , 3 , true ,  , -691181.0"
"15 , 0 , 01:51AM , 01:53AM , 14 , false ,  , -691041.0"
"16 , 0 , 01:53AM , 01:54AM , 4 , true ,  , -691174.0"
"15 , 0 , 01:54AM , 01:54AM , 14 , false ,  , -691156.0"
"15 , 0 , 01:54AM , 01:56AM , 14 , false ,  , -691123.0"
"16 , 0 , 02:17AM , 02:18AM , 16 , false ,  , -691185.0"
"15 , 0 , 01:56AM , 01:57AM , 15 , false ,  , -691152.0"
"16 , 0 , 02:09AM , 02:10AM , 14 , false ,  , -691158.0"
"16 , 0 , 01:54AM , 01:57AM , 5 , true ,  , -691036.0"
"16 , 0 , 01:57AM , 02:00AM , 6 , false ,  , -691033.0"
"15 , 0 , 01:57AM , 02:00AM , 15 , false ,  , -691003.0"
"16 , 0 , 02:10AM , 02:11AM , 14 , false ,  , -691126.0"
"16 , 0 , 02:00AM , 02:03AM , 6 , false ,  , -691028.0"
"16 , 0 , 02:03AM , 02:04AM , 6 , false ,  , -691123.0"
"16 , 0 , 02:11AM , 02:11AM , 14 , false ,  , -691194.0"
"15 , 0 , 02:00AM , 02:04AM , 15 , false ,  , -690938.0"
"15 , 0 , 02:04AM , 02:04AM , 15 , false ,  , -691196.0"
"15 , 0 , 02:04AM , 02:05AM , 16 , true ,  , -691182.0"
"16 , 0 , 02:11AM , 02:12AM , 14 , false ,  , -691174.0"
"15 , 0 , 02:05AM , 02:05AM , 17 , false ,  , -691165.0"
"16 , 0 , 02:06AM , 02:06AM , 7 , true ,  , -691176.0"
"16 , 0 , 02:07AM , 02:07AM , 8 , true ,  , -691189.0"
"16 , 0 , 02:12AM , 02:12AM , 14 , false ,  , -691165.0"
"15 , 0 , 02:06AM , 02:07AM , 17 , false ,  , -691134.0"
"15 , 0 , 02:07AM , 02:07AM , 19 , true ,  , -691190.0"
"16 , 0 , 02:07AM , 02:07AM , 9 , true ,  , -691191.0"
"16 , 0 , 02:12AM , 02:13AM , 14 , false ,  , -691176.0"
"16 , 0 , 02:07AM , 02:07AM , 10 , true ,  , -691189.0"
"16 , 0 , 02:07AM , 02:08AM , 6 , true ,  , -691190.0"
"16 , 0 , 02:18AM , 02:18AM , 16 , true ,  , -691164.0"
"15 , 0 , 02:07AM , 02:08AM , 18 , false ,  , -691147.0"
"16 , 0 , 02:13AM , 02:13AM , 14 , false ,  , -691174.0"
"15 , 0 , 02:08AM , 02:08AM , 18 , false , true , -691188.0"
"16 , 0 , 02:08AM , 02:08AM , 11 , true ,  , -691186.0"
"16 , 0 , 02:08AM , 02:08AM , 12 , true ,  , -691193.0"
"16 , 0 , 02:13AM , 02:14AM , 15 , false ,  , -691162.0"
"16 , 0 , 02:09AM , 02:09AM , 13 , true ,  , -691194.0"
"16 , 0 , 02:09AM , 02:09AM , 14 , false ,  , -691191.0"
"15 , 0 , 02:08AM , 02:09AM , 18 , false , true , -691161.0"
"15 , 0 , 02:09AM , 02:15AM , 20 , false ,  , -690875.0"
"16 , 0 , 02:14AM , 02:15AM , 14 , false ,  , -691165.0"
"16 , 0 , 02:15AM , 02:15AM , 14 , false ,  , -691172.0"
"15 , 0 , 02:15AM , 02:16AM , 25 , false ,  , -691134.0"
"16 , 0 , 02:16AM , 02:16AM , 15 , true ,  , -691174.0"
"16 , 0 , 02:19AM , 02:19AM , 17 , false ,  , -691190.0"
"16 , 0 , 02:16AM , 02:17AM , 14 , true ,  , -691181.0"
"16 , 0 , 02:21AM , 02:22AM , 17 , false ,  , -691183.0"
"15 , 0 , 02:16AM , 02:19AM , 24 , false , true , -691021.0"
"16 , 0 , 02:19AM , 02:19AM , 17 , false ,  , -691185.0"
"16 , 0 , 02:20AM , 02:21AM , 17 , false ,  , -691132.0"
"16 , 0 , 02:22AM , 02:22AM , 17 , false ,  , -691187.0"
"16 , 0 , 02:22AM , 02:22AM , 17 , false ,  , -691168.0"
"16 , 0 , 02:23AM , 02:23AM , 17 , false ,  , -691177.0"
"16 , 0 , 02:23AM , 02:23AM , 17 , false ,  , -691196.0"
"16 , 0 , 02:23AM , 02:23AM , 17 , false ,  , -691193.0"
"15 , 0 , 02:19AM , 02:23AM , 24 , false , true , -690949.0"
"16 , 0 , 02:23AM , 02:24AM , 18 , false ,  , -691180.0"
"16 , 0 , 02:24AM , 02:24AM , 18 , false ,  , -691192.0"
"6 , 0 , 05:06AM , 05:07AM , 18 , false , true , -691126.0"
"16 , 0 , 02:24AM , 02:24AM , 18 , false ,  , -691172.0"
"16 , 0 , 02:24AM , 02:26AM , 18 , false ,  , -691117.0"
"16 , 0 , 02:26AM , 02:26AM , 18 , false ,  , -691183.0"
"6 , 0 , 05:21AM , 05:21AM , 17 , false ,  , -691184.0"
"16 , 0 , 02:26AM , 02:27AM , 18 , false ,  , -691173.0"
"6 , 0 , 05:08AM , 05:08AM , 19 , true ,  , -691189.0"
"16 , 0 , 02:27AM , 02:27AM , 19 , true ,  , -691193.0"
"16 , 0 , 02:27AM , 02:29AM , 20 , false ,  , -691088.0"
"16 , 0 , 02:29AM , 02:31AM , 20 , false ,  , -691080.0"
"16 , 0 , 02:31AM , 02:33AM , 20 , true ,  , -691081.0"
"6 , 0 , 05:08AM , 05:10AM , 20 , true ,  , -691063.0"
"16 , 0 , 02:33AM , 02:33AM , 21 , false ,  , -691174.0"
"16 , 0 , 02:33AM , 02:35AM , 21 , false ,  , -691123.0"
"16 , 0 , 02:35AM , 02:36AM , 22 , true ,  , -691158.0"
"16 , 0 , 02:36AM , 02:37AM , 23 , false ,  , -691115.0"
"6 , 0 , 05:10AM , 05:11AM , 21 , false ,  , -691132.0"
"16 , 0 , 02:37AM , 02:38AM , 23 , true ,  , -691133.0"
"16 , 0 , 02:38AM , 02:39AM , 24 , true ,  , -691137.0"
"6 , 0 , 05:21AM , 05:21AM , 17 , false ,  , -691185.0"
"16 , 0 , 02:40AM , 02:40AM , 25 , true ,  , -691144.0"
"6 , 0 , 05:11AM , 05:13AM , 21 , false ,  , -691115.0"
"12 , 0 , 04:27AM , 04:29AM , 15 , false , true , -691084.0"
"6 , 0 , 05:04AM , 05:04AM , 17 , false ,  , -691189.0"
"6 , 0 , 05:04AM , 05:05AM , 17 , false ,  , -691164.0"
"6 , 0 , 05:05AM , 05:05AM , 17 , false ,  , -691170.0"
"6 , 0 , 05:13AM , 05:15AM , 22 , false ,  , -691111.0"
"6 , 0 , 05:05AM , 05:06AM , 18 , false ,  , -691179.0"
"6 , 0 , 05:06AM , 05:06AM , 18 , false ,  , -691188.0"
"6 , 0 , 05:06AM , 05:06AM , 18 , false ,  , -691185.0"
"6 , 0 , 05:15AM , 05:16AM , 24 , true ,  , -691118.0"
"6 , 0 , 05:23AM , 05:23AM , 21 , true ,  , -691174.0"
"6 , 0 , 05:16AM , 05:17AM , 25 , true ,  , -691147.0"
"6 , 0 , 05:17AM , 05:18AM , 23 , true ,  , -691155.0"
"6 , 0 , 05:18AM , 05:19AM , 21 , false ,  , -691136.0"
"6 , 0 , 05:20AM , 05:20AM , 21 , false ,  , -691154.0"
"6 , 0 , 05:23AM , 05:24AM , 22 , true ,  , -691160.0"
"6 , 0 , 05:21AM , 05:21AM , 17 , false ,  , -691180.0"
"6 , 0 , 05:22AM , 05:22AM , 18 , false , true , -691167.0"
"6 , 0 , 05:22AM , 05:22AM , 18 , false , true , -691184.0"
"19 , 0 , 10:14AM , 10:14AM , 2 , true , true , 19.0"
"19 , 0 , 10:20AM , 10:21AM , 11 , true , true , 59.0"
"19 , 0 , 10:15AM , 10:15AM , 3 , true ,  , 25.0"
"19 , 0 , 10:15AM , 10:16AM , 4 , true ,  , 44.0"
"19 , 0 , 10:16AM , 10:17AM , 5 , true ,  , 25.0"
"19 , 0 , 10:17AM , 10:17AM , 6 , true ,  , 33.0"
"20 , 0 , 10:17AM , 10:18AM , 2 , true ,  , 75.0"
"19 , 0 , 10:17AM , 10:19AM , 7 , true ,  , 78.0"
"20 , 0 , 10:21AM , 10:21AM , 10 , false ,  , 10.0"
"20 , 0 , 10:19AM , 10:19AM , 3 , true ,  , 14.0"
"19 , 0 , 10:19AM , 10:19AM , 8 , true ,  , 12.0"
"19 , 0 , 10:21AM , 10:21AM , 12 , true ,  , 8.0"
"20 , 0 , 10:19AM , 10:19AM , 4 , true ,  , 10.0"
"19 , 0 , 10:19AM , 10:19AM , 9 , true ,  , 16.0"
"20 , 0 , 10:19AM , 10:19AM , 5 , true ,  , 13.0"
"19 , 0 , 10:19AM , 10:20AM , 10 , true ,  , 13.0"
"19 , 0 , 10:21AM , 10:21AM , 13 , true ,  , 6.0"
"20 , 0 , 10:19AM , 10:20AM , 6 , true ,  , 21.0"
"20 , 0 , 10:20AM , 10:20AM , 7 , true ,  , 13.0"
"20 , 0 , 10:20AM , 10:20AM , 8 , true ,  , 10.0"
"20 , 0 , 10:20AM , 10:21AM , 9 , true ,  , 13.0"
"20 , 0 , 10:21AM , 10:21AM , 10 , true ,  , 11.0"
"20 , 0 , 10:21AM , 10:21AM , 11 , true ,  , 6.0"
"20 , 0 , 10:21AM , 10:22AM , 12 , true ,  , 6.0"
"20 , 0 , 10:22AM , 10:22AM , 13 , true ,  , 5.0"
"20 , 0 , 10:22AM , 10:23AM , 14 , false ,  , 97.0"
"20 , 0 , 10:23AM , 10:24AM , 15 , true ,  , 38.0"
"19 , 0 , 10:21AM , 10:24AM , 14 , false ,  , 174.0"
"20 , 0 , 10:24AM , 10:24AM , 16 , true ,  , 9.0"
"19 , 0 , 10:24AM , 10:25AM , 14 , false ,  , 26.0"
"20 , 0 , 10:25AM , 10:25AM , 17 , false ,  , 16.0"
"20 , 0 , 10:25AM , 10:25AM , 17 , true ,  , 11.0"
"20 , 0 , 10:25AM , 10:25AM , 18 , false ,  , 16.0"
"20 , 0 , 10:25AM , 10:26AM , 18 , false ,  , 15.0"
"20 , 0 , 10:26AM , 10:26AM , 18 , true ,  , 9.0"
"1 , 0 , 02:02PM , 02:03PM , 17 , true ,  , 12.0"
"19 , 0 , 10:26AM , 10:26AM , 14 , false ,  , 16.0"
"20 , 0 , 10:26AM , 10:26AM , 19 , true ,  , 6.0"
"19 , 0 , 10:26AM , 10:26AM , 14 , false ,  , 13.0"
"19 , 0 , 10:26AM , 10:27AM , 14 , false , true , 59.0"
"20 , 0 , 10:26AM , 10:29AM , 20 , true ,  , 184.0"
"20 , 0 , 10:29AM , 10:30AM , 21 , false ,  , 18.0"
"19 , 0 , 10:30AM , 10:30AM , 19 , true ,  , 10.0"
"20 , 0 , 10:30AM , 10:30AM , 21 , true ,  , 23.0"
"20 , 0 , 10:30AM , 10:31AM , 22 , true ,  , 49.0"
"19 , 0 , 10:31AM , 10:31AM , 17 , false ,  , 12.0"
"19 , 0 , 10:31AM , 10:32AM , 17 , true ,  , 26.0"
"20 , 0 , 10:31AM , 10:32AM , 23 , true ,  , 47.0"
"19 , 0 , 10:32AM , 10:32AM , 16 , true ,  , 8.0"
"20 , 0 , 10:32AM , 10:33AM , 24 , true ,  , 53.0"
"20 , 0 , 10:33AM , 10:34AM , 25 , true ,  , 63.0"
"16 , 0 , 01:39PM , 01:39PM , 17 , false ,  , 21.0"
"16 , 0 , 01:55PM , 01:56PM , 17 , false ,  , 23.0"
"22 , 0 , 04:07PM , 04:10PM , 2 , true ,  , 187.0"
"22 , 0 , 04:10PM , 04:11PM , 3 , true ,  , 29.0"
"22 , 0 , 04:11PM , 04:11PM , 4 , false ,  , 36.0"
"22 , 0 , 04:12PM , 04:13PM , 4 , false ,  , 61.0"
"22 , 0 , 04:13PM , 04:13PM , 4 , true ,  , 17.0"
"22 , 0 , 04:13PM , 04:13PM , 5 , true ,  , 16.0"
"23 , 0 , 06:38PM , 06:42PM , 2 , true ,  , 269.0"
"22 , 0 , 04:14PM , 04:15PM , 6 , false , true , 81.0"
"23 , 0 , 06:55PM , 06:55PM , 17 , true ,  , 11.0"
"22 , 0 , 04:15PM , 04:16PM , 6 , true , true , 43.0"
"23 , 0 , 06:43PM , 06:43PM , 3 , true ,  , 34.0"
"22 , 0 , 04:16PM , 04:16PM , 7 , true ,  , 11.0"
"22 , 0 , 04:16PM , 04:17PM , 8 , true ,  , 10.0"
"23 , 0 , 06:51PM , 06:52PM , 14 , false ,  , 22.0"
"22 , 0 , 04:17PM , 04:17PM , 9 , false ,  , 22.0"
"23 , 0 , 06:43PM , 06:44PM , 4 , true ,  , 29.0"
"22 , 0 , 04:17PM , 04:17PM , 10 , true ,  , 11.0"
"22 , 0 , 04:17PM , 04:18PM , 9 , true ,  , 12.0"
"22 , 0 , 04:18PM , 04:18PM , 11 , true ,  , 14.0"
"23 , 0 , 06:44PM , 06:44PM , 5 , true ,  , 31.0"
"22 , 0 , 04:18PM , 04:18PM , 12 , true ,  , 26.0"
"22 , 0 , 04:19PM , 04:19PM , 13 , true ,  , 10.0"
"22 , 0 , 04:19PM , 04:19PM , 14 , false ,  , 16.0"
"23 , 0 , 06:45PM , 06:45PM , 6 , true ,  , 39.0"
"22 , 0 , 04:19PM , 04:20PM , 14 , false ,  , 15.0"
"22 , 0 , 04:20PM , 04:21PM , 14 , false ,  , 74.0"
"23 , 0 , 06:52PM , 06:52PM , 14 , true ,  , 15.0"
"22 , 0 , 04:21PM , 04:26PM , 14 , false ,  , 287.0"
"23 , 0 , 06:45PM , 06:46PM , 7 , true ,  , 25.0"
"22 , 0 , 04:26PM , 04:35PM , 15 , false ,  , 532.0"
"22 , 0 , 04:35PM , 04:35PM , 15 , false ,  , 17.0"
"22 , 0 , 04:37PM , 04:38PM , 14 , false ,  , 46.0"
"23 , 0 , 06:46PM , 06:46PM , 8 , true ,  , 15.0"
"22 , 0 , 04:38PM , 04:40PM , 20 , false ,  , 130.0"
"22 , 0 , 04:40PM , 04:42PM , 20 , true ,  , 71.0"
"22 , 0 , 04:42PM , 04:45PM , 21 , false ,  , 218.0"
"23 , 0 , 06:46PM , 06:46PM , 9 , true ,  , 16.0"
"22 , 0 , 04:45PM , 04:46PM , 21 , true ,  , 67.0"
"22 , 0 , 04:47PM , 04:49PM , 22 , false ,  , 160.0"
"23 , 0 , 06:52PM , 06:53PM , 15 , false ,  , 60.0"
"23 , 0 , 06:47PM , 06:47PM , 10 , true ,  , 28.0"
"23 , 0 , 06:47PM , 06:47PM , 11 , true ,  , 11.0"
"23 , 0 , 06:55PM , 06:56PM , 18 , true ,  , 10.0"
"23 , 0 , 06:48PM , 06:48PM , 12 , true ,  , 8.0"
"23 , 0 , 06:53PM , 06:53PM , 15 , false ,  , 14.0"
"23 , 0 , 06:48PM , 06:48PM , 13 , true ,  , 7.0"
"23 , 0 , 06:48PM , 06:49PM , 14 , false ,  , 83.0"
"23 , 0 , 06:51PM , 06:51PM , 14 , false ,  , 36.0"
"23 , 0 , 06:53PM , 06:54PM , 15 , true ,  , 17.0"
"23 , 0 , 06:54PM , 06:54PM , 16 , false ,  , 13.0"
"23 , 0 , 06:56PM , 06:56PM , 19 , true ,  , 6.0"
"23 , 0 , 06:54PM , 06:54PM , 16 , false ,  , 18.0"
"23 , 0 , 06:54PM , 06:55PM , 16 , true ,  , 28.0"
"23 , 0 , 07:01PM , 07:01PM , 21 , false ,  , 6.0"
"23 , 0 , 06:56PM , 06:58PM , 20 , true ,  , 123.0"
"23 , 0 , 06:58PM , 07:01PM , 21 , false ,  , 158.0"
"23 , 0 , 07:01PM , 07:01PM , 21 , false ,  , 6.0"
"1 , 0 , 07:06PM , 07:07PM , 7 , true ,  , 12.0"
"23 , 0 , 07:32PM , 07:33PM , 21 , false ,  , 103.0"
"23 , 0 , 07:33PM , 07:34PM , 21 , true ,  , 40.0"
"23 , 0 , 07:36PM , 07:37PM , 22 , true ,  , 99.0"
"23 , 0 , 07:38PM , 07:38PM , 23 , false ,  , 4.0"
"26 , 0 , 08:36PM , 08:36PM , 3 , false ,  , 6.0"
"23 , 0 , 07:38PM , 07:43PM , 23 , false ,  , 277.0"
"24 , 0 , 08:46PM , 08:46PM , 16 , false ,  , 9.0"
"23 , 0 , 07:43PM , 07:43PM , 25 , false ,  , 12.0"
"24 , 0 , 08:35PM , 08:36PM , 18 , false ,  , 62.0"
"24 , 0 , 08:14PM , 08:15PM , 2 , false ,  , 66.0"
"24 , 0 , 08:15PM , 08:16PM , 2 , true ,  , 65.0"
"24 , 0 , 08:16PM , 08:17PM , 3 , true ,  , 39.0"
"26 , 0 , 08:36PM , 08:36PM , 3 , true ,  , 38.0"
"24 , 0 , 08:17PM , 08:18PM , 4 , true ,  , 53.0"
